"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2445","Refresh token is null or empty (missing) [1] null","","Mon Apr 27 05:46:49 UTC 2026","passed","Mon Apr 27 05:46:51 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidRefreshToken"
"","2372","The sign key of the authentication token is different from the public key from the DID","","Mon Apr 27 05:46:58 UTC 2026","passed","Mon Apr 27 05:47:01 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_spoofedAuthToken"
"","49","Policy is not accepted because definition is not correct ""Usage policy permission with not allowed constraints""","","Mon Apr 27 05:47:04 UTC 2026","passed","Mon Apr 27 05:47:04 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","64","Policy is accepted ""Empty Policy""","","Mon Apr 27 05:47:03 UTC 2026","passed","Mon Apr 27 05:47:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","64","Policy is accepted ""Enforce data usage end date 1 day in the future""","","Mon Apr 27 05:47:03 UTC 2026","passed","Mon Apr 27 05:47:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4546","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Apr 27 05:49:39 UTC 2026","passed","Mon Apr 27 05:49:44 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","5002","transferData_privateBackend_withConsumerDataPlane()","","Mon Apr 27 05:48:23 UTC 2026","passed","Mon Apr 27 05:48:28 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","2561","The Authorization header is missing","","Mon Apr 27 05:46:44 UTC 2026","passed","Mon Apr 27 05:46:46 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_missingAuthHeader"
"","1880","trigger_shouldReturnSuccess_whenAllValidationsSucceed()","","Mon Apr 27 05:47:00 UTC 2026","passed","Mon Apr 27 05:47:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","org.eclipse.tractusx.edc.tests.transfer.DataFlowApiEndToEndTest","trigger_shouldReturnSuccess_whenAllValidationsSucceed"
"","69","Verify the refresh endpoint is not called when token not yet expired","","Mon Apr 27 05:46:50 UTC 2026","passed","Mon Apr 27 05:46:50 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_notExpired_shouldNotCallEndpoint"
"","167","Policy is not accepted because definition is not correct ""Usage policy with empty permission""","","Mon Apr 27 05:47:03 UTC 2026","passed","Mon Apr 27 05:47:04 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","4090","transferData_privateBackend_withConsumerDataPlane()","","Mon Apr 27 05:49:16 UTC 2026","passed","Mon Apr 27 05:49:20 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend_withConsumerDataPlane"
"","51","Policy is accepted ""Confidential Information Measures""","","Mon Apr 27 05:47:03 UTC 2026","passed","Mon Apr 27 05:47:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","519","refreshEdr()","","Mon Apr 27 05:46:49 UTC 2026","passed","Mon Apr 27 05:46:50 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","refreshEdr"
"","10013","transferData_withExpiredEdr_shouldReturn4xx()","","Mon Apr 27 05:51:57 UTC 2026","passed","Mon Apr 27 05:52:07 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","org.eclipse.tractusx.edc.tests.transfer.TransferWithTokenRefreshTest","transferData_withExpiredEdr_shouldReturn4xx"
"","2937","transferData_privateBackend_withConsumerDataPlane()","","Mon Apr 27 05:47:56 UTC 2026","passed","Mon Apr 27 05:47:59 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_privateBackend_withConsumerDataPlane"
"","64","5.4.2.1 Verifier should reject a presentation response message that contains a different credential than requested","","Mon Apr 27 05:48:43 UTC 2026","passed","Mon Apr 27 05:48:43 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_01_presentationResponse_tooFewCredentials"
"","1011","Expect the Catalog request to fail if a credential is revoked","","Mon Apr 27 05:48:04 UTC 2026","passed","Mon Apr 27 05:48:05 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","53","Policy is accepted ""Precedence""","","Mon Apr 27 05:47:02 UTC 2026","passed","Mon Apr 27 05:47:02 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","42","Policy is not accepted due to missing context ""Business Partner Group""","","Mon Apr 27 05:47:05 UTC 2026","passed","Mon Apr 27 05:47:05 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2058","transferFile_targetContainerNotExist_shouldFail(Vault)","","Mon Apr 27 05:47:33 UTC 2026","passed","Mon Apr 27 05:47:35 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_targetContainerNotExist_shouldFail"
"","4648","transferData_privateBackend()","","Mon Apr 27 05:49:11 UTC 2026","passed","Mon Apr 27 05:49:16 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_privateBackend"
"","5215","Contract policy is fulfilled ""MembershipCredential""","","Mon Apr 27 05:49:02 UTC 2026","passed","Mon Apr 27 05:49:07 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","107","BusinessPartnerUpdated event is published","","Mon Apr 27 05:46:44 UTC 2026","passed","Mon Apr 27 05:46:44 UTC 2026","","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","org.eclipse.tractusx.edc.tests.bpn.events.BusinessPartnerEventTest","shouldPublishBusinessPartnerUpdatedEvent"
"","47","Policy is not accepted because definition is not correct ""Policy with unknown actions types""","","Mon Apr 27 05:47:04 UTC 2026","passed","Mon Apr 27 05:47:04 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","59","Policy is accepted ""Jurisdiction Location""","","Mon Apr 27 05:47:02 UTC 2026","passed","Mon Apr 27 05:47:02 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4550","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Apr 27 05:49:58 UTC 2026","passed","Mon Apr 27 05:50:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_successful_notReturnOriginalSourceResponseCode_withTerminate"
"","37","Policy is not accepted due to missing context ""Liability""","","Mon Apr 27 05:47:05 UTC 2026","passed","Mon Apr 27 05:47:05 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2066","transferFile_success(Vault)","","Mon Apr 27 05:47:29 UTC 2026","passed","Mon Apr 27 05:47:31 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_success"
"","49","Policy is not accepted due to missing context ""Data Frequency""","","Mon Apr 27 05:47:04 UTC 2026","passed","Mon Apr 27 05:47:04 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","62","Policy is accepted ""Usage Purpose""","","Mon Apr 27 05:47:02 UTC 2026","passed","Mon Apr 27 05:47:02 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","70","Verify HTTP 200 response and body when refreshing succeeds","","Mon Apr 27 05:46:56 UTC 2026","passed","Mon Apr 27 05:46:56 UTC 2026","","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","org.eclipse.tractusx.edc.tests.edrv2.EdrCacheApiEndToEndTest","getEdrWithRefresh_success"
"","3","verifyCorrectParticipantAgentId_forDsp08(DataspaceProfileContextRegistry)","","Mon Apr 27 05:48:41 UTC 2026","passed","Mon Apr 27 05:48:41 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp08"
"","2394","The authentication token has a invalid id","","Mon Apr 27 05:46:54 UTC 2026","passed","Mon Apr 27 05:46:56 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidTokenId"
"","305","4.3.3 Verify invalid access token - jti","","Mon Apr 27 05:48:42 UTC 2026","passed","Mon Apr 27 05:48:43 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenJtiUsedTwice"
"","55","Provider gets 400 when no asset selector is used","","Mon Apr 27 05:47:37 UTC 2026","passed","Mon Apr 27 05:47:37 UTC 2026","","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","org.eclipse.tractusx.edc.tests.validators.EmptyAssetSelectorValidatorTest","shouldFail_whenContractDefinitionHasNoAssetSelector"
"","2068","transferMultipleFiles()","","Mon Apr 27 05:48:21 UTC 2026","passed","Mon Apr 27 05:48:23 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","transferMultipleFiles"
"","5951","transferData_withSuspendResume()","","Mon Apr 27 05:48:33 UTC 2026","passed","Mon Apr 27 05:48:39 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_withSuspendResume"
"","38","Policy is not accepted because definition is not correct ""Usage policy prohibition with not allowed constraints""","","Mon Apr 27 05:47:04 UTC 2026","passed","Mon Apr 27 05:47:04 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidPolicyDefinitions"
"","33","Policy is not accepted due to missing context ""Business Partner Number""","","Mon Apr 27 05:47:05 UTC 2026","passed","Mon Apr 27 05:47:05 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","1476","4.3.3 Verify invalid access token - nbf in future","","Mon Apr 27 05:48:40 UTC 2026","passed","Mon Apr 27 05:48:42 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenNbfInFuture"
"","578","discoveryShouldReturnDspParams_BpnAsIdentifier()","","Mon Apr 27 05:46:53 UTC 2026","passed","Mon Apr 27 05:46:54 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturnDspParams_BpnAsIdentifier"
"","51","discoveryShouldReturnDspParams_DidAsIdentifier()","","Mon Apr 27 05:46:54 UTC 2026","passed","Mon Apr 27 05:46:54 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorDiscoveryTest","discoveryShouldReturnDspParams_DidAsIdentifier"
"","38","Policy is not accepted due to missing context ""Confidential Information Sharing""","","Mon Apr 27 05:47:05 UTC 2026","passed","Mon Apr 27 05:47:05 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2095","transferMultipleFile_success(Vault)","","Mon Apr 27 05:47:27 UTC 2026","passed","Mon Apr 27 05:47:29 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferMultipleFile_success"
"","34","Verifier should reject an auth token without the Bearer prefix","","Mon Apr 27 05:48:42 UTC 2026","passed","Mon Apr 27 05:48:42 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","presentationResponse_rejectMissingBearerPrefix"
"","6558","httpPushDataTransfer_withLegacyUsagePolicy()","","Mon Apr 27 05:50:23 UTC 2026","passed","Mon Apr 27 05:50:29 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer_withLegacyUsagePolicy"
"","955","shouldFail_whenDestinationBucketDoesNotExist()","","Mon Apr 27 05:48:07 UTC 2026","passed","Mon Apr 27 05:48:08 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","org.eclipse.tractusx.edc.dataplane.transfer.test.S3ToS3Test","shouldFail_whenDestinationBucketDoesNotExist"
"","24501","transferFile_largeFile(long, Vault) File size bytes: 1073741824","","Mon Apr 27 05:47:02 UTC 2026","passed","Mon Apr 27 05:47:27 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","3082","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate()","","Mon Apr 27 05:48:02 UTC 2026","passed","Mon Apr 27 05:48:06 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_unsuccessful_notReturnOriginalSourceResponseCode_withTerminate"
"","16271","transferFile_largeFile(long, Vault) File size bytes: 536870912","","Mon Apr 27 05:46:46 UTC 2026","passed","Mon Apr 27 05:47:02 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","org.eclipse.tractusx.edc.dataplane.transfer.test.AzureToAzureTest","transferFile_largeFile"
"","40","Policy is not accepted due to missing context ""Version Changes""","","Mon Apr 27 05:47:05 UTC 2026","passed","Mon Apr 27 05:47:05 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2","verifyCorrectParticipantAgentId_forDsp2025(DataspaceProfileContextRegistry)","","Mon Apr 27 05:48:41 UTC 2026","passed","Mon Apr 27 05:48:41 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyCorrectParticipantAgentId_forDsp2025"
"","68","5.1 Verifier should accept a valid PresentationResponseMessage","","Mon Apr 27 05:48:43 UTC 2026","passed","Mon Apr 27 05:48:44 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_01_presentationResponse_success"
"","81","Policy is accepted ""Affiliates Region""","","Mon Apr 27 05:47:02 UTC 2026","passed","Mon Apr 27 05:47:02 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","56","Policy is accepted ""Warranty Definition""","","Mon Apr 27 05:47:03 UTC 2026","passed","Mon Apr 27 05:47:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","130","discoveryShouldReturn400_whenNoProtocolsAvailable()","","Mon Apr 27 05:47:29 UTC 2026","passed","Mon Apr 27 05:47:29 UTC 2026","","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","org.eclipse.tractusx.edc.discovery.e2e.ConnectorParameterDiscoveryTest","discoveryShouldReturn400_whenNoProtocolsAvailable"
"","63","4.3.3 Verify invalid access token - auth token bound to a different iss/sub","","Mon Apr 27 05:48:42 UTC 2026","passed","Mon Apr 27 05:48:42 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection4Test","verifier_04_03_03_idTokenInvalidIssuerSub"
"","304","Expect the Catalog request to fail if a credential has an invalid credential subject id","","Mon Apr 27 05:48:05 UTC 2026","passed","Mon Apr 27 05:48:05 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenCredentialSubjectIdIsInvalid"
"","5054","transferData_privateBackend()","","Mon Apr 27 05:48:18 UTC 2026","passed","Mon Apr 27 05:48:23 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_privateBackend"
"","35","Policy is not accepted due to missing context ""ContractTermination""","","Mon Apr 27 05:47:05 UTC 2026","passed","Mon Apr 27 05:47:05 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","9508","transferFile_withBucketCreation_success()","","Mon Apr 27 05:48:10 UTC 2026","passed","Mon Apr 27 05:48:20 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","org.eclipse.tractusx.edc.tests.transfer.S3ToS3EndToEndTest","transferFile_withBucketCreation_success"
"","1","verifyAgentId_whenNoMembershipCredential_forDsp2025(DataspaceProfileContextRegistry)","","Mon Apr 27 05:48:41 UTC 2026","passed","Mon Apr 27 05:48:41 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","org.eclipse.tractusx.edc.tests.transfer.IdentityExtractionTest","verifyAgentId_whenNoMembershipCredential_forDsp2025"
"","2688","shouldDelegateAuth()","","Mon Apr 27 05:47:21 UTC 2026","passed","Mon Apr 27 05:47:24 UTC 2026","","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","org.eclipse.tractusx.edc.tests.auth.DelegatedAuthEndToEndTest","shouldDelegateAuth"
"","6497","httpPushDataTransfer_withLegacyUsagePolicy()","","Mon Apr 27 05:51:04 UTC 2026","passed","Mon Apr 27 05:51:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp2025to2025","httpPushDataTransfer_withLegacyUsagePolicy"
"","53","Policy is not accepted due to missing context ""Affiliates Region (IS_ANY_OF, one element)""","","Mon Apr 27 05:47:04 UTC 2026","passed","Mon Apr 27 05:47:04 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","36","Policy is not accepted due to missing context ""Warranty""","","Mon Apr 27 05:47:05 UTC 2026","passed","Mon Apr 27 05:47:05 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldNotAcceptInvalidNamespacePolicyDefinitions"
"","2899","transferFile_azureToS3MultipleFiles(Vault)","","Mon Apr 27 05:47:46 UTC 2026","passed","Mon Apr 27 05:47:49 UTC 2026","","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","org.eclipse.tractusx.edc.dataplane.transfer.test.MultiCloudTest","transferFile_azureToS3MultipleFiles"
"","7278","The authentication token misses required claims: token","","Mon Apr 27 05:46:36 UTC 2026","passed","Mon Apr 27 05:46:44 UTC 2026","","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","org.eclipse.tractusx.edc.dataplane.tokenrefresh.e2e.DataPlaneTokenRefreshEndToEndTest","refresh_invalidAuthenticationToken_missingAccessToken"
"","4729","Contract policy is fulfilled ""DataExchangeGovernance use case""","","Mon Apr 27 05:48:13 UTC 2026","passed","Mon Apr 27 05:48:18 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","197","Expect the Catalog request to fail if a credential is revoked","","Mon Apr 27 05:49:01 UTC 2026","passed","Mon Apr 27 05:49:02 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","catalogRequest_whenCredentialRevoked"
"","51","Policy is accepted ""Confidential Information Sharing""","","Mon Apr 27 05:47:03 UTC 2026","passed","Mon Apr 27 05:47:03 UTC 2026","","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","org.eclipse.tractusx.edc.tests.policy.PolicyDefinitionEndToEndTest","shouldAcceptValidPolicyDefinitions"
"","4306","Contract policy is fulfilled ""DataExchangeGovernance use case""","","Mon Apr 27 05:49:07 UTC 2026","passed","Mon Apr 27 05:49:11 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.StsConsumerPullTest","transferData_whenContractPolicyFulfilled"
"","271","Expect the Catalog request to fail if a requested credential is missing","","Mon Apr 27 05:48:05 UTC 2026","passed","Mon Apr 27 05:48:06 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","org.eclipse.tractusx.edc.tests.transfer.DivConsumerPullTest","catalogRequest_whenRequestedCredentialMissing"
"","4370","transferData_privateBackend_withConsumerDataPlane()","","Mon Apr 27 05:49:08 UTC 2026","passed","Mon Apr 27 05:49:12 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_privateBackend_withConsumerDataPlane"
"","4997","transferData_success_withProxyOriginalResponse()","","Mon Apr 27 05:49:44 UTC 2026","passed","Mon Apr 27 05:49:49 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp2025to2025","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp2025to2025","transferData_success_withProxyOriginalResponse"
"","4326","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody()","","Mon Apr 27 05:48:24 UTC 2026","passed","Mon Apr 27 05:48:29 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPullEndToEndTest$Dsp08to08","transferData_failing_withProxyOriginalResponse_withoutSourceResponseBody"
"","87","5.4.2.2 Verifier should accept a presentation response message that contains more credentials than requested","","Mon Apr 27 05:48:43 UTC 2026","passed","Mon Apr 27 05:48:43 UTC 2026","","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","org.eclipse.dataspacetck.dcp.verification.presentation.verifier.PresentationFlowSection5Test","verifier_05_04_02_02_presentationResponse_tooManyCredentials"
"","5108","httpPushDataTransfer()","","Mon Apr 27 05:50:29 UTC 2026","passed","Mon Apr 27 05:50:34 UTC 2026","","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest.Dsp08to08","org.eclipse.tractusx.edc.tests.transfer.TransferPushEndToEndTest$Dsp08to08","httpPushDataTransfer"
